URL,Product_id,BrandName,Category,Individual_category,category_by_Gender,Description,DiscountPrice (in Rs),OriginalPrice (in Rs),SizeOption,Ratings,Reviews,Discount %,Discount offer,Discount price
https://www.myntra.com/jeans/roadster/roadster-men-navy-blue-slim-fit-mid-rise-clean-look-jeans/2296012/buy,2296012,Roadster,Bottom Wear,jeans,Men,roadster men navy blue slim fit mid rise clean look jeans,824,1499,"28, 30, 32, 34, 36",3.9,999,45,674,824
https://www.myntra.com/track-pants/locomotive/locomotive-men-black--white-solid-slim-fit-track-pants/13780156/buy,13780156,LOCOMOTIVE,Bottom Wear,track-pants,Men,locomotive men black  white solid slim fit track pants,517,1149,"S, M, L, XL",4,999,55,631,517
https://www.myntra.com/shirts/roadster/roadster-men-navy-white--black-geometric-printed-sustainable-casual-shirt/11895958/buy,11895958,Roadster,Topwear,shirts,Men,roadster men navy white  black geometric printed sustainable casual shirt,629,1399,"38, 40, 42, 44, 46, 48",4.3,999,55,769,630
https://www.myntra.com/shapewear/zivame/zivame-women-black-saree-shapewear-zi3023core0nude/4335679/buy,4335679,Zivame,Lingerie & Sleep Wear,shapewear,Women,zivame women black saree shapewear zi3023core0nude,893,1295,"S, M, L, XL, XXL",4.2,999,31,401,894
https://www.myntra.com/tshirts/roadster/roadster-women-white-solid-v-neck-pure-cotton-t-shirt/11690882/buy,11690882,Roadster,Western,tshirts,Women,roadster women white solid v neck pure cotton t shirt,,599,"XS, S, M, L, XL",4.2,999,35,209,389
https://www.myntra.com/tops/mast--harbour/mast--harbour-women-yellow-solid-tank-top/2490950/buy,2490950,Mast & Harbour,Western,tops,Women,mast  harbour women yellow solid tank top,,599,"XS, S, M, L, XL",4.4,999,40,239,359
https://www.myntra.com/trousers/highlander/highlander-men-olive-green-slim-fit-solid-regular-trousers/6744434/buy,6744434,HIGHLANDER,Bottom Wear,trousers,Men,highlander men olive green slim fit solid regular trousers,599,1499,"30, 32, 34, 36",3.9,998,60,899,600
https://www.myntra.com/tops/mayra/mayra-pink-embroidered-a-line-pure-cotton-top/8439415/buy,8439415,Mayra,Western,tops,Women,mayra pink embroidered a line pure cotton top,,1395,"S, M, L, XL",3.7,998,58,809,586
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-solid-t-shirts/17381394/buy,17381394,Roadster,Western,tshirts,Women,roadster women pack of 2 solid t shirts,,1098,"XS, S, M, L, XL",4.3,997,53,581,516
https://www.myntra.com/jeans/herenow/herenow-men-blue-slim-fit-mid-rise-clean-look-ankle-length-stretchable-jeans/2359257/buy,2359257,HERE&NOW,Bottom Wear,jeans,Men,herenow men blue slim fit mid rise clean look ankle length stretchable jeans,,2749,"28, 30, 32, 34, 36",3.5,996,53,1456,1292
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-rapid-dry-training-tights/7695793/buy,7695793,HRX by Hrithik Roshan,Sports Wear,tights,Men,hrx by hrithik roshan men rapid dry training tights,1214,2699,"S, M, L, XL, XXL",4.4,996,55,1484,1215
https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue--white-striped-polo-collar-pure-cotton-t-shirt/10307375/buy,10307375,Roadster,Topwear,tshirts,Men,roadster men navy blue  white striped polo collar pure cotton t shirt,,699,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.1,996,53,370,329
https://www.myntra.com/kurta-sets/anubhutee/anubhutee-women-pink--white-printed-kurta-with-trousers--dupatta/12873874/buy,12873874,Anubhutee,Indian Wear,kurta-sets,Women,anubhutee women pink  white printed kurta with trousers  dupatta,1019,3399,"S, M, L, XL, XXL",4.2,996,70,2379,1020
https://www.myntra.com/jumpsuit/athena/athena-women-black-solid-basic-jumpsuit/11634538/buy,11634538,Athena,Western,jumpsuit,Women,athena women black solid basic jumpsuit,,2499,"XS, S, M, L, XL",4.3,996,50,1249,1250
https://www.myntra.com/tshirts/roadster/roadster-women-maroon-solid-round-neck-t-shirt/2312181/buy,2312181,Roadster,Western,tshirts,Women,roadster women maroon solid round neck t shirt,,799,"XS, S, M, L, XL",4,996,60,479,320
https://www.myntra.com/shirts/highlander/highlander-men-blue--black-slim-fit-printed-casual-shirt/13842386/buy,13842386,HIGHLANDER,Topwear,shirts,Men,highlander men blue  black slim fit printed casual shirt,516,1099,"39, 40, 42, 44",4.2,995,53,582,517
https://www.myntra.com/kurtas/vishudh/vishudh-women-blue--pink-floral-print-a-line-kurta/10473520/buy,10473520,Vishudh,Indian Wear,kurtas,Women,vishudh women blue  pink floral print a line kurta,696,1699,"S, M, L, XL, XXL",4.2,995,59,1002,697
https://www.myntra.com/kurta-sets/sangria/sangria-women-green--off-white-printed-kurta-with-palazzos--dupatta/10561392/buy,10561392,Sangria,Plus Size,kurta-sets,Women,sangria women green  off white printed kurta with palazzos  dupatta,,3999,"XS, S, M, L, XL, XXL, 3XL",4.3,995,61,2439,1560
https://www.myntra.com/trousers/tokyo-talkies/tokyo-talkies-women-olive-green-regular-fit-solid-cargos/12391750/buy,12391750,Tokyo Talkies,Western,trousers,Women,tokyo talkies women olive green regular fit solid cargos,,2149,"28, 30, 32, 34",4.1,995,61,1310,838
https://www.myntra.com/tshirts/dressberry/dressberry-women-lovely-olive-typography-talking-tee/2522986/buy,2522986,DressBerry,Western,tshirts,Women,dressberry women lovely olive typography talking tee,,999,"XS, S, M, L, XL",4.3,995,75,749,250
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-printed-cotton-t-shirt/17385142/buy,17385142,Roadster,Western,tshirts,Women,roadster women pack of 2 printed cotton t shirt,,1298,"XS, S, M, L, XL",4.4,994,53,687,610
https://www.myntra.com/kurtas/anouk/anouk-women-mustard-yellow--gold-toned-printed-straight-kurta/12153330/buy,12153330,Anouk,Indian Wear,kurtas,Women,anouk women mustard yellow  gold toned printed straight kurta,719,1599,"XS, S, M, L, XL, XXL",3.8,993,55,879,720
https://www.myntra.com/bra/enamor/enamor-black-non-wired-removable-pads-high-coverage-medium-impact-sports-bra-sb08/1864573/buy,1864573,Enamor,Lingerie & Sleep Wear,bra,Women,enamor black non wired removable pads high coverage medium impact sports bra sb08,,849,"S, M, L, XL",4.2,993,44,373,475
https://www.myntra.com/shirts/all-about-you/all-about-you-women-mauve-stretchable-casual-shirt/13205276/buy,13205276,all about you,Western,shirts,Women,all about you women mauve stretchable casual shirt,,1499,"XS, S, M, L, XL",4.2,993,50,749,750
https://www.myntra.com/tops/kassually/kassually-blue-floral-cinched-waist-top-with-puff-sleeves/11535928/buy,11535928,KASSUALLY,Western,tops,Women,kassually blue floral cinched waist top with puff sleeves,,1299,"XS, S, M, L, XL, XXL",4.3,992,62,805,494
https://www.myntra.com/tops/rare/rare-women-maroon-striped-top/6552977/buy,6552977,RARE,Western,tops,Women,rare women maroon striped top,,1299,"S, M, L, XL",4.2,991,57,740,559
https://www.myntra.com/trousers/zastraa/zastraa-women-maroon-slim-fit-peg-trousers/9476129/buy,9476129,Zastraa,Western,trousers,Women,zastraa women maroon slim fit peg trousers,,2699,"26, 28, 30, 32, 34, 36",4.1,991,70,1889,810
https://www.myntra.com/shorts/wisstler/wisstler-women-navy--pink-chevron-print-regular-fit-shorts/2017530/buy,2017530,WISSTLER,Western,shorts,Women,wisstler women navy  pink chevron print regular fit shorts,,899,"26, 28, 30, 32, 34, 36",4,991,61,548,351
https://www.myntra.com/kurtas/sangria/sangria-women-black--green-printed-straight-kurta/11173948/buy,11173948,Sangria,Plus Size,kurtas,Women,sangria women black  green printed straight kurta,359,899,"XS, S, M, L, XL, XXL, 3XL",4,990,60,539,360
https://www.myntra.com/shorts/roadster/roadster-women-blue-solid-regular-fit-denim-shorts/11118428/buy,11118428,Roadster,Western,shorts,Women,roadster women blue solid regular fit denim shorts,,1199,"26, 28, 30, 32, 34, 36",4.3,990,55,659,540
https://www.myntra.com/tshirts/roadster/roadster-women-green--teal-green-pack-of-2-printed-round-neck-t-shirts/17383362/buy,17383362,Roadster,Western,tshirts,Women,roadster women green  teal green pack of 2 printed round neck t shirts,,1598,"L, M, S, XS, XL",4.2,990,50,799,799
https://www.myntra.com/dresses/vishudh/vishudh-women-navy-blue--green-maxi-dress/9971493/buy,9971493,Vishudh,Western,dresses,Women,vishudh women navy blue  green maxi dress,,2349,"S, M, L, XL, XXL",4.4,990,65,1526,822
https://www.myntra.com/jumpsuit/cottinfab/cottinfab-olive-green-solid-cold-shoulder-jumpsuit/7846797/buy,7846797,Cottinfab,Western,jumpsuit,Women,cottinfab olive green solid cold shoulder jumpsuit,,2449,"S, M, L, XL, XXL",4.3,990,65,1591,857
https://www.myntra.com/jumpsuit/quiero/quiero-women-maroon-wrap-detail-jumpsuit/10771696/buy,10771696,QUIERO,Western,jumpsuit,Women,quiero women maroon wrap detail jumpsuit,,2959,"XS, S, M, L, XL",4.3,990,55,1627,1332
https://www.myntra.com/tshirts/roadster/roadster-women-rust-pink--white-colourblocked-round-neck-pure-cotton-t-shirt-with-twisted-detail/10969948/buy,10969948,Roadster,Western,tshirts,Women,roadster women rust pink  white colourblocked round neck pure cotton t shirt with twisted detail,,899,"XS, S, M, L, XL",4.1,990,60,539,360
https://www.myntra.com/bath-robe/elevanto/elevanto-women-fuchsia-pink-solid-bath-robe/11938872/buy,11938872,ELEVANTO,Lingerie & Sleep Wear,bath-robe,Women,elevanto women fuchsia pink solid bath robe,489,999,Onesize,4.2,989,51,509,490
https://www.myntra.com/track-pants/tokyo-talkies/tokyo-talkies-women-black-solid-casual-joggers/14154054/buy,14154054,Tokyo Talkies,Western,track-pants,Women,tokyo talkies women black solid casual joggers,,1199,"S, M, L, XL",4.3,989,49,587,611
https://www.myntra.com/jeans/wrogn/wrogn-men-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/2477061/buy,2477061,WROGN,Bottom Wear,jeans,Men,wrogn men blue skinny fit mid rise clean look stretchable jeans,1539,2799,"28, 30, 32, 34, 36, 38",4,988,45,1259,1539
https://www.myntra.com/jeans/wrogn/wrogn-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/10187401/buy,10187401,WROGN,Bottom Wear,jeans,Men,wrogn men black slim fit mid rise clean look stretchable jeans,1429,2599,"28, 30, 32, 34, 36, 38",4.1,988,45,1169,1429
https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-olive-green-camo-athleisure-track-pants/6791064/buy,6791064,HRX by Hrithik Roshan,Sports Wear,track-pants,Men,hrx by hrithik roshan men olive green camo athleisure track pants,759,1899,"S, M, L, XL, XXL",4,988,60,1139,760
https://www.myntra.com/shirts/roadster/roadster-men-sea-green-pure-cotton-sustainable-casual-shirt/12918912/buy,12918912,Roadster,Topwear,shirts,Men,roadster men sea green pure cotton sustainable casual shirt,599,1199,"38, 40, 42, 44, 46, 48",4.3,988,50,599,600
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-black-self-striped-seamless-rapid-dry-yoga-tights/11245584/buy,11245584,HRX by Hrithik Roshan,Sports Wear,tights,Women,hrx by hrithik roshan black self striped seamless rapid dry yoga tights,594,1699,"XS, S, M, L, XL, XXL",4,988,65,1104,595
https://www.myntra.com/trousers/sassafras/sassafras-women-olive-green-peg-trousers/8643285/buy,8643285,SASSAFRAS,Western,trousers,Women,sassafras women olive green peg trousers,,1599,"26, 28, 30, 32, 34, 36",3.6,988,50,799,800
https://www.myntra.com/tops/her-by-invictus/her-by-invictus-white--black-floral-monochrome-smart-casual-top/9451341/buy,9451341,her by invictus,Western,tops,Women,her by invictus white  black floral monochrome smart casual top,,1699,"S, M, L, XL, XXL",4.2,988,30,509,1189
https://www.myntra.com/jackets/stylestone/stylestone-women-blue-solid-denim-jacket/7526008/buy,7526008,StyleStone,Western,jackets,Women,stylestone women blue solid denim jacket,,1999,"S, M, L, XL",4.2,988,55,1099,900
https://www.myntra.com/tops/mayra/mayra-women-mustard-yellow--green-ditsy-floral-printed-cinched-waist-top/11235516/buy,11235516,Mayra,Western,tops,Women,mayra women mustard yellow  green ditsy floral printed cinched waist top,,995,"S, M, L, XL",4.1,988,58,577,418
https://www.myntra.com/jeans/roadster/roadster-men-navy-blue-super-skinny-fit-acid-wash-clean-look-stretchable-jeans/10064541/buy,10064541,Roadster,Bottom Wear,jeans,Men,roadster men navy blue super skinny fit acid wash clean look stretchable jeans,799,1999,"28, 30, 32, 34, 36, 38, 40",3.8,987,60,1199,800
https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-quarter-length-pack-of-3-terry-socks/976816/buy,976816,HRX by Hrithik Roshan,Inner Wear &  Sleep Wear,socks,Men,hrx by hrithik roshan men quarter length pack of 3 terry socks,359,599,Onesize,4.5,987,40,239,359
https://www.myntra.com/tshirts/moda-rapido/moda-rapido-men-olive-green--yellow-striped-cotton-pure-cotton-t-shirt/11269190/buy,11269190,Moda Rapido,Topwear,tshirts,Men,moda rapido men olive green  yellow striped cotton pure cotton t shirt,479,1199,"S, M, L, XL",4.2,987,60,719,480
https://www.myntra.com/tshirts/moda-rapido/moda-rapido-men-olive-green-printed-round-neck-pure-cotton-t-shirt/10266495/buy,10266495,Moda Rapido,Topwear,tshirts,Men,moda rapido men olive green printed round neck pure cotton t shirt,399,999,"S, M, L, XL",4,987,60,599,400
https://www.myntra.com/tops/harpa/harpa-women-pink-printed-wrap-top/8986005/buy,8986005,Harpa,Western,tops,Women,harpa women pink printed wrap top,,1199,"S, M, L, XL",4,987,52,623,576
https://www.myntra.com/jackets/sassafras/sassafras-women-blue-solid-denim-jacket/10604500/buy,10604500,SASSAFRAS,Western,jackets,Women,sassafras women blue solid denim jacket,,1799,"XS, S, M, L, XL, XXL",4.3,987,65,1169,630
https://www.myntra.com/jeans/roadster/roadster-women-stunning-blue-boyfriend-fit-jeans/11045880/buy,11045880,Roadster,Western,jeans,Women,roadster women stunning blue boyfriend fit jeans,,2499,"26, 28, 30, 32, 34, 36",3.7,987,75,1874,625
https://www.myntra.com/tshirts/kook-n-keech-marvel/kook-n-keech-marvel-women-red-printed-polo-collar-pure-cotton-t-shirt/8912653/buy,8912653,Kook N Keech Marvel,Western,tshirts,Women,kook n keech marvel women red printed polo collar pure cotton t shirt,,899,"XS, S, M, L, XL",3.9,987,65,584,315
https://www.myntra.com/jeans/roadster/roadster-men-blue-slim-fit-mid-rise-mildly-distressed-stretchable-jeans/10064487/buy,10064487,Roadster,Bottom Wear,jeans,Men,roadster men blue slim fit mid rise mildly distressed stretchable jeans,989,2199,"28, 30, 32, 34, 36",3.7,986,55,1209,990
https://www.myntra.com/shirts/highlander/highlander-men-white-slim-fit-solid-casual-shirt/2888727/buy,2888727,HIGHLANDER,Topwear,shirts,Men,highlander men white slim fit solid casual shirt,587,1249,"39, 40, 42, 44",4.1,986,53,661,587
https://www.myntra.com/tops/pluss/pluss-black-a-line-crop-pure-cotton-top/12150560/buy,12150560,plusS,Plus Size,tops,Women,pluss black a line crop pure cotton top,559,1599,"S, M, L, XL, XXL, 3XL, 4XL",4.4,986,65,1039,560
https://www.myntra.com/dresses/la-zoire/la-zoire-maroon-georgette-maxi-dress/2337104/buy,2337104,La Zoire,Western,dresses,Women,la zoire maroon georgette maxi dress,,2599,"S, M, L, XL",4.3,986,62,1611,988
https://www.myntra.com/shirts/highlander/highlander-men-black--white-slim-fit-striped-casual-shirt/12027772/buy,12027772,HIGHLANDER,Topwear,shirts,Men,highlander men black  white slim fit striped casual shirt,493,1049,"39, 40, 42, 44",4.2,985,53,555,493
https://www.myntra.com/shirts/highlander/highlander-men-navy--off-white-slim-fit-checked-casual-shirt/2429098/buy,2429098,HIGHLANDER,Topwear,shirts,Men,highlander men navy  off white slim fit checked casual shirt,699,999,"39, 40, 42, 44",4,985,30,299,699
https://www.myntra.com/kurtas/anayna/anayna-women-beige--pink-screen-print-straight-kurta/11530828/buy,11530828,anayna,Indian Wear,kurtas,Women,anayna women beige  pink screen print straight kurta,581,1660,"S, M, L, XL, XXL, 3XL",4.3,985,65,1079,581
https://www.myntra.com/bra/enamor/enamor-white-non-wired-non-padded-full-coverage-everyday-bra-ab75-/130968/buy,130968,Enamor,Lingerie & Sleep Wear,bra,Women,enamor white non wired non padded full coverage everyday bra ab75 ,,779,"34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C, 38D, 40B, 40C, 40D, 42B, 42C, 42D",4.4,985,44,342,436
https://www.myntra.com/kurta-sets/sangria/sangria-women-fuchsia--white-layered-printed-kurta-with-trousers/8350055/buy,8350055,Sangria,Plus Size,kurta-sets,Women,sangria women fuchsia  white layered printed kurta with trousers,2924,4499,"XS, S, M, L, XL, XXL, 3XL",4,985,35,1574,2924
https://www.myntra.com/tops/roadster/the-roadster-lifestyle-co-women-black-striped-top/10856472/buy,10856472,Roadster,Western,tops,Women,the roadster lifestyle co women black striped top,,1499,"XS, S, M, L, XL",4,985,60,899,600
https://www.myntra.com/shirts/roadster/roadster-men-blue-faded-denim-casual-sustainable-shirt/6687412/buy,6687412,Roadster,Topwear,shirts,Men,roadster men blue faded denim casual sustainable shirt,,999,"38, 40, 42, 44, 46, 48",4,984,53,529,470
https://www.myntra.com/dresses/sangria/sangria-teal-blue--coral-pink-floral-print-a-line-dress/11174094/buy,11174094,Sangria,Indian Wear,dresses,Women,sangria teal blue  coral pink floral print a line dress,799,1999,"XS, S, M, L, XL, XXL, 3XL",4.3,984,60,1199,800
https://www.myntra.com/kurta-sets/azira/azira-women-green-printed-kurta-with-palazzos--dupatta/13141478/buy,13141478,Azira,Indian Wear,kurta-sets,Women,azira women green printed kurta with palazzos  dupatta,1429,2599,"XS, S, M, L, XL, XXL, 3XL",4.2,984,45,1169,1429
https://www.myntra.com/tshirts/roadster/roadster-women-mustard-yellow-solid-round-neck-t-shirt/2439141/buy,2439141,Roadster,Western,tshirts,Women,roadster women mustard yellow solid round neck t shirt,,599,"XS, S, M, L, XL",4.2,984,60,359,240
https://www.myntra.com/shirts/roadster/roadster-men-maroon-pure-cotton-sustainable-casual-shirt/11903990/buy,11903990,Roadster,Topwear,shirts,Men,roadster men maroon pure cotton sustainable casual shirt,659,1199,"38, 40, 42, 44",4.2,983,45,539,659
https://www.myntra.com/kurta-sets/anouk/anouk-women-green-printed-kurti-with-dhoti-pants/12337118/buy,12337118,Anouk,Indian Wear,kurta-sets,Women,anouk women green printed kurti with dhoti pants,774,3099,"XS, S, M, L, XL, XXL",4.2,983,75,2324,775
https://www.myntra.com/tops/herenow/herenow-women-blue-schifilli-embroidered-pure-cotton-top/12650884/buy,12650884,HERE&NOW,Plus Size,tops,Women,herenow women blue schifilli embroidered pure cotton top,719,1799,"XS, S, M, L, XL, XXL",4.2,983,60,1079,720
https://www.myntra.com/kurtas/sangria/sangria-women-green--yellow-printed-straight-kurta/8350425/buy,8350425,Sangria,Plus Size,kurtas,Women,sangria women green  yellow printed straight kurta,999,3999,"XS, S, M, L, XL, XXL, 3XL",4.2,983,75,2999,1000
https://www.myntra.com/tshirts/roadster/roadster-women-set-of-2-printed-t-shirts/17381750/buy,17381750,Roadster,Western,tshirts,Women,roadster women set of 2 printed t shirts,,1998,"XS, S, M, L, XL",4.2,983,53,1058,939
https://www.myntra.com/jeans/wrogn/wrogn-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/6832275/buy,6832275,WROGN,Bottom Wear,jeans,Men,wrogn men blue slim fit mid rise clean look stretchable jeans,1539,2799,"28, 30, 32, 34, 36, 38",3.9,982,45,1259,1539
https://www.myntra.com/shirts/roadster/roadster-men-grey-printed-pure-cotton-sustainable-casual-shirt/7256007/buy,7256007,Roadster,Topwear,shirts,Men,roadster men grey printed pure cotton sustainable casual shirt,,524,"38, 40, 42, 44",4.1,982,53,277,246
https://www.myntra.com/trousers/tokyo-talkies/tokyo-talkies-women-maroon-regular-fit-solid-parallel-trousers/13035312/buy,13035312,Tokyo Talkies,Western,trousers,Women,tokyo talkies women maroon regular fit solid parallel trousers,,1549,"28, 30, 32, 34",4,982,58,898,651
https://www.myntra.com/jeans/roadster/roadster-women-stunning-blue-boyfriend-fit-stretchable-jeans/11045892/buy,11045892,Roadster,Western,jeans,Women,roadster women stunning blue boyfriend fit stretchable jeans,,2699,"26, 28, 30, 32, 34, 36",3.8,982,75,2024,675
https://www.myntra.com/tops/taavi/taavi-white--orange-hand-block-print-smocked-legacy-sustainable-pure-cotton-a-line-top/11157486/buy,11157486,Taavi,Western,tops,Women,taavi white  orange hand block print smocked legacy sustainable pure cotton a line top,,999,"XS, S, M, L, XL",4.4,982,45,449,549
https://www.myntra.com/tshirts/wrogn/wrogn-men-navy-blue-striped-slim-fit-cotton-pure-cotton-t-shirt/11363302/buy,11363302,WROGN,Topwear,tshirts,Men,wrogn men navy blue striped slim fit cotton pure cotton t shirt,649,1299,"S, M, L, XL, XXL",4.3,981,50,649,650
https://www.myntra.com/kurtas/varanga/varanga-women-mustard-yellow-solid-straight-kurta-with-thread-work/12412864/buy,12412864,Varanga,Indian Wear,kurtas,Women,varanga women mustard yellow solid straight kurta with thread work,579,1999,"S, M, L, XL, XXL",4.3,981,71,1419,580
https://www.myntra.com/shapewear/zivame/zivame-women-grey-tummy--thigh-shaper-zi0pssan03agrey/7569310/buy,7569310,Zivame,Lingerie & Sleep Wear,shapewear,Women,zivame women grey tummy  thigh shaper zi0pssan03agrey,746,995,"S, M, L, XL, XXL",3.9,981,25,248,746
https://www.myntra.com/tops/herenow/herenow-black-ethnic-motifs-a-line-top/7102379/buy,7102379,HERE&NOW,Plus Size,tops,Women,herenow black ethnic motifs a line top,629,1399,"XS, S, M, L, XL, XXL, 3XL",4.2,981,55,769,630
https://www.myntra.com/tops/her-by-invictus/her-by-invictus-white-shirt-style-top/9240973/buy,9240973,her by invictus,Western,tops,Women,her by invictus white shirt style top,,1599,"S, M, L, XL, XXL",4.2,981,35,559,1039
https://www.myntra.com/jackets/sassafras/sassafras-women-lavender-solid-cropped-jacket/12222046/buy,12222046,SASSAFRAS,Western,jackets,Women,sassafras women lavender solid cropped jacket,,1799,"XS, S, M, L, XL, XXL",4.5,981,60,1079,720
https://www.myntra.com/jackets/street-9/street-9-women-white-solid-crop-jacket/7772505/buy,7772505,STREET 9,Western,jackets,Women,street 9 women white solid crop jacket,,1999,"XS, S, M, L, XL",4.3,981,50,999,1000
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-pink-solid-round-neck-t-shirt/11711920/buy,11711920,Mast & Harbour,Western,tshirts,Women,mast  harbour women pink solid round neck t shirt,,799,"XS, S, M, L, XL",4.3,981,60,479,320
https://www.myntra.com/briefs/levis/levis-men-pack-of-2-solid-pure-cotton--briefs-bf-100ca-2pk/9262959/buy,9262959,Levis,Inner Wear &  Sleep Wear,briefs,Men,levis men pack of 2 solid pure cotton  briefs bf 100ca 2pk,,339,"S, M, L, XL",4.3,980,31,105,234
https://www.myntra.com/shirts/highlander/highlander-men-peach-coloured-slim-fit-solid-casual-shirt/2888743/buy,2888743,HIGHLANDER,Topwear,shirts,Men,highlander men peach coloured slim fit solid casual shirt,562,1249,"39, 40, 42, 44",4,980,55,686,562
https://www.myntra.com/kurta-sets/anubhutee/anubhutee-women-red--off-white-bandhani-print-kurta-with-palazzos/13021502/buy,13021502,Anubhutee,Indian Wear,kurta-sets,Women,anubhutee women red  off white bandhani print kurta with palazzos,1597,3399,"S, M, L, XL, XXL",3.9,980,53,1801,1598
https://www.myntra.com/briefs/dollar-missy/dollar-missy-women-pack-of-12-hipster--101s-oe-po12/8025483/buy,8025483,Dollar Missy,Lingerie & Sleep Wear,briefs,Women,dollar missy women pack of 12 hipster  101s oe po12,1080,1800,"XS, S, M, L, XL, XXL",4.4,980,40,720,1080
https://www.myntra.com/sweatshirts/roadster/the-roadster-lifestyle-co-women-orange-solid-hooded-sweatshirt/9901951/buy,9901951,Roadster,Western,sweatshirts,Women,the roadster lifestyle co women orange solid hooded sweatshirt,,1199,"XS, S, M, L, XL",4.3,980,70,839,360
https://www.myntra.com/tops/trend-arrest/trend-arrest-women-red--white-floral-printed-smocked-crop-peplum-top/11709228/buy,11709228,Trend Arrest,Western,tops,Women,trend arrest women red  white floral printed smocked crop peplum top,,1299,"XS, S, M, L",4.4,980,30,389,909
https://www.myntra.com/jeans/roadster/roadster-women-blue-skinny-fit-high-rise-clean-look-stretchable-cropped-jeans/11541522/buy,11541522,Roadster,Western,jeans,Women,roadster women blue skinny fit high rise clean look stretchable cropped jeans,,1699,"26, 28, 30, 32, 34, 36",4.1,980,55,934,765
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-solid-training-t-shirt/10106025/buy,10106025,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men navy blue solid training t shirt,359,899,"S, M, L, XL, XXL",4.3,979,60,539,360
https://www.myntra.com/shirts/highlander/highlander-men-blue-slim-fit-solid-casual-shirt/2347572/buy,2347572,HIGHLANDER,Topwear,shirts,Men,highlander men blue slim fit solid casual shirt,610,1299,"39, 40, 42, 44",3.8,979,53,688,611
https://www.myntra.com/sarees/tikhi-imli/tikhi-imli-yellow-embellished-poly-georgette-saree/11263958/buy,11263958,Tikhi Imli,Indian Wear,sarees,Women,tikhi imli yellow embellished poly georgette saree,899,1998,Onesize,4,979,55,1098,899
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-solid-rapid-dry-training-tights/7695835/buy,7695835,HRX by Hrithik Roshan,Sports Wear,tights,Women,hrx by hrithik roshan women navy solid rapid dry training tights,,1699,"XS, S, M, L, XL, XXL",4.3,979,51,866,833
https://www.myntra.com/sweatshirts/belle-fille/belle-fille-maroon-polyester-fleece-hooded-sweatshirt/596473/buy,596473,Belle Fille,Western,sweatshirts,Women,belle fille maroon polyester fleece hooded sweatshirt,,1595,"S, M, L, XL, XXL",3.6,978,60,957,638
https://www.myntra.com/jeans/roadster/roadster-women-blue-boyfriend-fit-high-rise-clean-look-stretchable-jeans/8801149/buy,8801149,Roadster,Western,jeans,Women,roadster women blue boyfriend fit high rise clean look stretchable jeans,,1999,"26, 28, 30, 32, 34, 36",4.2,978,60,1199,800
https://www.myntra.com/tshirts/roadster/roadster-women-mustard-yellow--black-printed-round-neck-t-shirt/12193806/buy,12193806,Roadster,Western,tshirts,Women,roadster women mustard yellow  black printed round neck t shirt,,599,"XS, S, M, L, XL",4.3,978,50,299,300
https://www.myntra.com/tshirts/dressberry/dressberry-women-grey-melange-printed-round-neck-t-shirt/2522852/buy,2522852,DressBerry,Western,tshirts,Women,dressberry women grey melange printed round neck t shirt,,899,"XS, S, M, L, XL",4.2,978,55,494,405
https://www.myntra.com/jeans/wrogn/wrogn-men-grey-slim-fit-mid-rise-clean-look-jeans/1700734/buy,1700734,WROGN,Bottom Wear,jeans,Men,wrogn men grey slim fit mid rise clean look jeans,1449,2899,"28, 30, 32, 34, 36, 38",4.2,977,50,1449,1450
https://www.myntra.com/shirts/roadster/roadster-men-grey-printed-regular-fit-casual-sustainable-shirt/10740976/buy,10740976,Roadster,Topwear,shirts,Men,roadster men grey printed regular fit casual sustainable shirt,714,1299,"38, 40, 42, 44",4.1,977,45,584,714
https://www.myntra.com/shirts/roadster/roadster-men-blue-pure-cotton-sustainable-casual-shirt/11326046/buy,11326046,Roadster,Topwear,shirts,Men,roadster men blue pure cotton sustainable casual shirt,,1299,"38, 40, 42, 44, 46, 48",4.1,977,53,688,611
https://www.myntra.com/kurtas/moda-rapido/moda-rapido-women-white--blue-printed-straight-kurta/2000035/buy,2000035,Moda Rapido,Indian Wear,kurtas,Women,moda rapido women white  blue printed straight kurta,719,1799,"XS, S, M, L, XL, XXL, 3XL",4.3,977,60,1079,720
